1850291702302388550	worldbestvideoo	'The IDF is postponing tomorrow’s enlistment day at Tel HaShomer due to a security assessment. #Iran #Lebanon #Yemen #Syria #Beirut #Israel #hezbullah #USA #Russia #Trump #Gaza #KamalaHarris #Ukraine https://t.co/GE5z0aNODb'	2024-10-26 21:41:33
1850291865309868138	finspert	'Dramatic Video Shows Iran Military Shooting Down Israeli Missiles Over Tehran | Watch - MSN https://t.co/NgR86vFBKf #end the war #israel #lebanon #hamsa #russia #ukraine https://t.co/bICbdtNR0c'	2024-10-26 21:42:12
1850292124044190078	graceundissed	'Ukrainian official says full Russian withdrawal needed to establish peace #Russia #VladimirPutin #Moscow https://t.co/kXI821PxPA'	2024-10-26 21:43:13
1850292887118094644	Cyrus_In_The_X	'Around 12,000 #North #Korean troops reportedly arrived in #Russia’s #Kursk region, potentially to support a counteroffensive, though they haven't yet joined combat. #North #Korea dismissed these reports as rumors. https://t.co/XI8RnkoyDg'	2024-10-26 21:46:15
1850292907275608451	GiornalismoLib2	'Errare humanum est, perseverare autem diabolicum https://t.co/iwE1Nsd6XR #BRICS #disgregazione #ImperoRomano #LezioniStoriche #Russia .'	2024-10-26 21:46:20
1850293062250971546	BeppeDumb	'Errare humanum est, perseverare autem diabolicum https://t.co/fx9TWxn09Z #BRICS #disgregazione #ImperoRomano #LezioniStoriche #Russia .'	2024-10-26 21:46:57
1850293118232363508	finspert	'Exclusive-Satellite photos show Israel hit Iran missile fuel-mixing facilities, researchers say - MSN https://t.co/UxKPvweMCg #end the war #israel #lebanon #hamsa #russia #ukraine https://t.co/bICbdtNR0c'	2024-10-26 21:47:10
1850293295345455136	omrtsdln	'Bu Çocuğu Bu Hallere Sokan İsrail Halkı Allah Sizleri Perişan Etsin Şerefsizler 😡 😡 #freepalastine #filistin #iran #mısır #lübnan #istanbul #azerbaycan #cezayir #libya #ürdün #ırak #türkiye #ankara #tunus #russia #ukraine #yemen #suudiarabistan #ermenistan #fas #moda #tehran'	2024-10-26 21:47:53
1850293319873778120	graceundissed	'500 North Korean workers return from China with serious illnesses #NorthKorea #China #KimJong-un #Russia https://t.co/VSzHb4KSmp'	2024-10-26 21:47:58
1850293365373608376	worldbestvideoo	'🇱🇧⚡🇮🇱 Hebrew sources reported that an unprecedented security incident has occurred in northern #Palestine, which is the most difficult since the beginning of the attack on #Lebanon. #Iran #Yemen #Syria #Beirut #Israel #hezbullah #USA #Russia #Trump #Gaza #KamalaHarris #Ukraine https://t.co/lxr6S0jK5I'	2024-10-26 21:48:09
1850293446206226585	Tweet4AnnaNAFO	'🇪🇺🇬🇪🇷🇺 #Georgia #Gruzja #Russia Two opposition Georgian parties say they do not recognize the election results. The Georgian opposition has already announced mass protests after coalition negotiations &amp; the closing of all polling stations. https://t.co/llrDy4UH7w'	2024-10-26 21:48:29
1850293937522741440	alterchiton	'Un neonato è stato seppellito a Volnyansk, Zaporizhia, ucciso da un missile russo sul reparto maternità di un ospedale. Sergey, aveva due giorni. Sua madre lo aveva messo a dormire accanto a lei quando il razzo ha colpito l'ospedale. #Russia #Ucraina #Putin Via @MykhailoRohoza https://t.co/gL4pyQgEZS'	2024-10-26 21:50:26
