1850314533237105112	btcmoderate	'Low energy, empty rally for #trump. Pay no attention to polls. Just get out and #VoteBlue. We can end this bullshit.'	2024-10-26 23:12:16
1850314539864350851	MormonRegrets	'7. I had abandoned the literalness of the church’s narrative, and approached the ceremonies and scriptures and underwear as virtuous metaphors that served as valuable mnemonic devices. #mormon #trump #voteblue'	2024-10-26 23:12:18
1850314548227547385	ReasRepublican	'Waiting to see if voters return Marjorie Taylor Greene to Wash DC. She embarrasses the US, the House of Representatives, and the #GOP, but maybe not Georgia's 14th Dist! #USMilitary #Army #Marines #election #Republican #GOP #MAGA #Trump #Christian #Veteran https://t.co/NxhoyT3CpM'	2024-10-26 23:12:20
1850314550899306698	NDFan2001	'@PeteButtigieg You may want to update yourself on current events. #Trump #TrumpVance2024 #Harris_Walz2024 https://t.co/g1kGjItFC1'	2024-10-26 23:12:20
1850314558218576055	TiknisArts	'"More than 230 #doctors say #Trump is too unstable to serve in open letter! #MAGA'	2024-10-26 23:12:22
1850314568767353038	polishedconc	'DEMOCRAT TECH burns a hole in everyone's pocket. Everyday, everydecade and everycentury. VOTE @realDonaldTrump TODAY as @elonmusk uses his own money everyday. #PoliticsToday #Trump #Elon_Musk https://t.co/i3CmVUG56u'	2024-10-26 23:12:25
1850314575339487239	MrRobot217452	'Exciting developments in encryption technology are paving the way for secure transactions and community governance! #Yosha #Trump #MOODENG #MEMECOIN #presale'	2024-10-26 23:12:26
1850314575851196434	pablo_emilio_	'Take a step toward a better crypto world with YOSHA. Our presale is here, welcoming those who believe in community-driven growth and transparent practices. Let’s shape the future together! #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE https://t.co/qsYHOXOaG5'	2024-10-26 23:12:26
1850314592527716415	HerminioRay	'@KellieMeyerNews Kamala could only get 30k people in the nation's fourth most populated city. #Trump gets 100K people to attend rallies in rural areas.'	2024-10-26 23:12:30
1850314677928305059	BuyGoldCoin	'Democrats are evil. Plain and simple! Trump or Harris is over. Team leads 80% - 20% max. Go vote #TRUMP and watch the Joe Rogan show!'	2024-10-26 23:12:51
1850314682864710139	LeanneSpurs	'Could he pull off the impossible and take California? #Trump 😳👀😳👀😳👀'	2024-10-26 23:12:52
1850314692281221595	iKOR_OG	'Not only did the #DemocratsCheat in 2020 and steal the election, they shot themselves in the foot every step of the way. This man has taken a bullet for his country, and he fights for peace and freedom in 2024. Get 'em #Trump #Trumpzilla #Trump2024 #PeaceForTheWorld https://t.co/Dgd4HfCVRz'	2024-10-26 23:12:54
1850314713684721941	JaneyLee91	'To get this done VOTE .. #Trump @RobertKennedyJr'	2024-10-26 23:12:59
1850314722274316460	Stephan32296054	'Why does #Trump and #MAGA act like they’re worried about voter fraud? 🙄🙄🙄. Seems they always yell the loudest about the crimes they’re committing… #VoteBlue 🇺🇸💙🇺🇸💙🇺🇸'	2024-10-26 23:13:01
1850314770349527298	soltani_h99	'Why stick to the sidelines? Jump into Yosha’s airdrop now!" #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE'	2024-10-26 23:13:13
1850314774145315072	NadineAlcorn	'@SuzCrimi #Kamala is a very sinister power hungry human being YES more than #Trump she’s much much worse a human being.'	2024-10-26 23:13:13
1850314847654752683	MoniFunGirl	'This is insanity … #vote for #Trump That’s all im a gunna say. #Trump2024 #Election2024'	2024-10-26 23:13:31
1850314882832285912	NaniVirat06	'Virat Kohli #shailenzo #sstvi #Trump #Garime #maynata #HurricanMilton #grandefratello #shaviers #BiggBossTamil8 #BiggBossTelugu8 #BiggBossTamilSeason8'	2024-10-26 23:13:39
1850314890986025246	WindyCityGamer	'@blueheartedly I'd say Kamala Harris is anywhere from 120-140 IQ. I'd say #Trump is anywhere from 50-70 IQ… AT THE MOST.'	2024-10-26 23:13:41
1850314950981366027	empire202020	'🎉 Your feedback is invaluable! Help us make Yosha the best it can be! #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE'	2024-10-26 23:13:56
1850314968198963264	snehambfangurl	'Space time bent #shailenzo #sstvi #Trump #Garime #maynata #HurricanMilton #grandefratello #shaviers #BiggBossTamil8'	2024-10-26 23:14:00
1850315000960921791	26091404e_	'@MTGrepp https://t.co/5XN0PkNw2Z #MAGA #Trump #MAGA2024 #Trump2024 #MAGA'	2024-10-26 23:14:08
1850315003855028654	pablo_emilio_	'Picture a crypto project that’s all about making a positive impact. The YOSHA presale is live, offering you a chance to be part of a mission that values community and ethics. Invest with intention! #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE https://t.co/Xbhcf54CIU'	2024-10-26 23:14:08
1850315011597430988	luckyvalpal	'Who is going to tell her? 🤣😂 #Trump2024 #Trump'	2024-10-26 23:14:10
1850315023966474475	MrRobot217452	'Join us in exploring innovative compliance strategies that enhance participation while ensuring regulatory adherence! #Yosha #Trump #MOODENG #MEMECOIN #presale'	2024-10-26 23:14:13
1850315039816695918	soltani_h99	'Feeling ambitious? Let Yosha help you reach new heights!" #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE'	2024-10-26 23:14:17
1850315050801877244	NavarroAlexes	'HOLY SH*T! Look at how many people turned out to vote in NYC. I pray that the majority votes for #Trump. 🇺🇸 https://t.co/RAVcMCiyAj'	2024-10-26 23:14:19
1850315056409456812	deanlykosbroker	'Never deleting this app. The #Trump movement has so much power behind it, it’s become unstoppable. Can’t stop what’s coming 🚂'	2024-10-26 23:14:21
1850315074944307267	insanethrottle	'Check out The Madhouse Morning Show Uncensored and LIVE ON the Following Platforms X- @insanethrottle Rumble - https://t.co/T98qHw4oCd https://t.co/9hCus5qFQo #politics #podcast #TRUMP #KAMALA #ELECTION #RADIO #BIKERNEWS #radioshow https://t.co/qyolzjBysC'	2024-10-26 23:14:25
1850315097647788132	Krishna_16_06	'Suriya #shailenzo #sstvi #Trump #Garime #HurricanMilton #shaviers #BiggBossTamil8 #BiggBossTelugu8 #BiggBossTamilSeason8'	2024-10-26 23:14:31
1850315098947977525	Hedye1143212	'Feeling adventurous this week? Come join our races unlock incredible rewards along the way!”…. #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE'	2024-10-26 23:14:31
1850315118464160194	J_Liberty1776	'Voted for a #Felon today. #TrumpVance2024 #MAGA2024 #Trump'	2024-10-26 23:14:36
1850315160814276812	NYMEPro	'A lot of these hardcore Trump voters trying to spread the lie that #Trump is not going to do a lot of the horrific stuff he is promising to are the same who deny the #Holocaust happened! Dangerous crowd. Be careful before you vote for Trump. Think it through. #VoteForDemocracy.'	2024-10-26 23:14:46
1850315182675001591	daiduong240922	'@realTrumpNewsX #Trump'	2024-10-26 23:14:51
1850315182800789553	RobinB16879786	'Anyone that blames President Biden for a war that has been going on for DECADES is delusional, anyone that says trump is the peaceful candidate is flipping C-R-A-Z-Y! It's very obvious you have zero respect for Detroit like trump #detroit #trump #harris https://t.co/10B3qghelA'	2024-10-26 23:14:51
1850315189620531283	CTblue4	'@KamalaHarris @realDonaldTrump Too bad, your memory is so bad that you forgot about Roe vs Wade #Trump . Abortion is still an issue. Inflation is lower than historical levels. Economy is better than the disaster you created in your term. jobs are up, remember your 1 year term created -3M jobs. Crime is down !'	2024-10-26 23:14:53
1850315218892525618	columbos_augen	'@elonmusk #Trump #MAGA #MAGA2024 #TrumpIsUnfitForOffice https://t.co/cRFMQieEOp'	2024-10-26 23:15:00
1850315253399138747	_AvgJoePolitics	'He makes a good point here...Trump blasts Harris at Michigan rally for 'partying' while a 'war' is 'going on': 'Nobody's in charge' | Fox News https://t.co/Ru6obmIZjc #Trump #election'	2024-10-26 23:15:08
1850315254020092402	Bornholmian	'@KamalaHQ OK as a starter, mafia boss #Trump must pay substantial rental for the US bases in #Greenland 🇬🇱 or USA will be asked to leave the artic Island. If no rental is paid, bases will be rented out to #China 🇨🇳'	2024-10-26 23:15:08
1850315283027706119	marinhos	'😂😂😂 #Trump #Elections https://t.co/etWrI4PBqH'	2024-10-26 23:15:15
1850315290460209497	ginoesposito65	'#trump #putintrump https://t.co/f0C2QHiEzu'	2024-10-26 23:15:17
1850315297166684251	26091404e_	'@ndaymut https://t.co/5XN0PkMYdr #MAGA #Trump #MAGA2024 #Trump2024'	2024-10-26 23:15:18
1850315299926442054	StevieLynn1111	'HILARIOUS - Roast Master #Trump! #MAGA 😆🙌🤣 https://t.co/Qj0JQu7QCv'	2024-10-26 23:15:19
1850315318511677657	daiduong240922	'@MarioNawfal #Trump'	2024-10-26 23:15:23
1850315319656481199	cephasBespoke	'Rufai’s continuous emotional &amp; sentimental attack on @realDonaldTrump is now alarming. This raises questions of how much of the True Journalism Rufia practices. Again I’m saying it, most Nigerian public Figures are yet to say what they have against Trump. #Trump2024 #Trump'	2024-10-26 23:15:24
1850315346558734787	MrRobot217452	'Security measures are crucial for protecting assets in the digital landscape. Let's prioritize safety together! #Yosha #Trump #MOODENG #MEMECOIN #presale'	2024-10-26 23:15:30
1850315353739698477	InconvenientTr5	'@RealJimChanos To Understand #Trump MUST👇READ👇THIS👇 #Narcissist #DELUSIONAL #FRAUD #Narcissism #UNfit #ETTD @swingleft in 2024! https://t.co/UlF5k51Uz3'	2024-10-26 23:15:32
1850315364095102997	soltani_h99	'Get ready to redefine your earning potential—Yosha is here!" #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE'	2024-10-26 23:15:34
1850315364460355621	MormonRegrets	'9. For all intents and purposes here was a man who was a literal Anti-Christ. He flouted every virtue espoused by Jesus and the For Strength of Youth pamphlet. It shouldn’t have mattered what ticket he ran on. #mormon #trump #voteblue'	2024-10-26 23:15:34
1850315373704274256	Hedye1143212	'Join our vibrant community where racing equals joy financial freedom awaits those who dare!” 🌈😄 #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE'	2024-10-26 23:15:36
1850315374350180464	AngelBelloRD	'#Trump #Harris https://t.co/EgBhWk7XXF'	2024-10-26 23:15:37
1850315385515483556	jwatkins7428	'First, cultists want us to help deport all immigrants bc a few are criminals &amp; rapists. Then they want us to vote for a criminal and an adjudicated rapist. Make it make sense. #trump https://t.co/LDBg03MWXE'	2024-10-26 23:15:39
1850315451995230220	pablo_emilio_	'Choose a project that values more than just numbers! The YOSHA presale is now open, inviting investors who want to make a meaningful contribution. Together, we can build something incredible! #YOSHA #TRUMP #MOODENG #MEMECOIN #PRESALE https://t.co/fGo1jOo5V1'	2024-10-26 23:15:55
1850315460128153822	Nic10J	'Any #Trump supporter or anyone who is part of the#MAGAMOVEMENT , I genuinely want to know, how exactly do you think Trump's economic policies will work? He goes on about tariffs/taxes policies but HOW exactly are they supposed to come fruition? (This is about the math🤷‍♀️!)'	2024-10-26 23:15:57
1850315473243574572	AlwaysBAngieB	'The illegal immigrants #TrumpVance2024 #Trump #VoteBlue #KamalaHarris'	2024-10-26 23:16:00
1850315516340207705	TrumpInTheNews	'Source bias R5.84: Donald #Trump: Our first gay president https://t.co/1AiL0rm68B https://t.co/PZ8VVs8OEe'	2024-10-26 23:16:10
1850315575551004855	briscoe_carol	'@KevinlyFather 😂😂😂 very neatly repeating the question for #Trump to answer. Bet @KamalaHarris wouldn't need to have it repeated!'	2024-10-26 23:16:25
1850315601383989645	BWinterboe2172	'@NMimpressions . ❄️ #IFBAP USA #Trump 2024 #MAGA ⚡️❄️⚡️❄️⚡️ ❄️'	2024-10-26 23:16:31
1850315609348739540	ReasRepublican	'Is the #GOP still a political party? Or has it morphed into a cult, the cult of #Trump? A lifelong #Republican and #veteran analyzes the experts' cult characteristics here: #USMilitary #Army #Marines #election #MAGA #Christian https://t.co/B4doF9g8LO'	2024-10-26 23:16:33
1850315609965256951	MrRobot217452	'Our development roadmap outlines clear steps for community engagement and cooperation, fostering a vibrant ecosystem! #Yosha #Trump #MOODENG #MEMECOIN #presale'	2024-10-26 23:16:33
