1850326543341633769	Bojanglesbojan3	'[Video] Springsteen calls Trump ‘American tyrant’ at Kamala Harris rally #DonaldTrump #KamalaHarris #PresidentoftheUnitedStates #Presidentialelection https://t.co/y0u9IBs2lQ boycott Springsteen time to call out the old anti dudes. Just saying.'
1850326437380661673	joelwillard1943	'Former Gov. Pat McCrory joins growing effort to restore faith in election system #Presidentialelection #NorthCarolina #Voterfraud https://t.co/0KJcg32t98'
1850326371618201958	BrendaABrown5	'Progressives upset Kamala Harris is campaigning with Liz Cheney: Report #KamalaHarris #LizCheney #DickCheney #BernieSanders #Presidentialelection https://t.co/QKGvHFaSOe'
1850325873251299456	TrishS777	'Donald Trump Is Winning Joe Rogan Fans By 35 Points: Poll #DonaldTrump #Presidentialelection https://t.co/JA54JtTjGB'
1850325449072636147	Mikeygrn	''He's not actually masculine': Trump blasted for 'wearing more make-up' than Kamala Harris #KamalaHarris #DonaldTrump #MSNBC #Presidentialelection https://t.co/MkQ9e5wDiy'
1850325106930651227	TrishS777	'CNN Guest Reports Young Men Keep Saying They Felt ‘Safer’ Under Trump, Are Worried About Getting Drafted Into War #DonaldTrump #CNN #HillaryClinton #Presidentialelection https://t.co/sJlfV9WwS4'
1850323926603403502	deborahsundstr2	'Axelrod: Celebrities endorsing Harris a ‘useful exercise’ #TylerPerry #Presidentialelection https://t.co/WKWcZYqaVC'
1850323767081492641	deborahsundstr2	'From ‘Mammy’ To Madame President? Get Ready For White Men To Lose It—Again #BarackObama #Presidentialelection https://t.co/FjAQcfnevq Let em! They will show their ignorance when they do! They will look like fools!'
1850323282173841450	deborahsundstr2	'Beyoncé Calls on Voters to Support Harris at Texas Rally #Beyoncé #BarackObama #KamalaHarris #Presidentialelection https://t.co/fw6wY2Xxl6'
1850323245821505725	CloseCongress	'#presidentialelection #trump #harris https://t.co/OqjLAtdW44'
1850323191593419184	FuryForth	'#presidentialelection #trump #harris https://t.co/4dC8zlnS6H'
1850322939763372387	deborahsundstr2	''Consistently exaggerating': CNN fact checker drops the hammer on J.D. Vance #CNN #Electricvehicle #Electriccar #Presidentialelection https://t.co/o2zirKOyj1 Hallelujah!!!!!!! He is worse than Trump! And I mean that! He's dangerous!!!'
1850322798922563763	magikalalpha	'Vance rips Harris in battleground Georgia: 'Stop telling Americans they're bad' for wanting 'secure border' #Georgia #KamalaHarris #RIPS #Republicans #Presidentialelection https://t.co/H3A4fDmk4R'
1850322112839377401	JimPastore15513	'The crowed booed Harris when Beyonce left. Lol Harris ripped by Trump campaign after Beyoncé doesn't perform at packed rally: 'They lied to build a crowd' #DonaldTrump #KamalaHarris #Beyoncé #Presidentialelection https://t.co/hsOF02dNb1'
1850321934925570154	deborahsundstr2	'Harris maintains double-digit lead over Trump with youth voters in Harvard survey #DonaldTrump #HarvardUniversity #Instagram #Presidentialelection https://t.co/rPGiUIO9rg'
1850319176189038602	effinglibrarian	'Faking News: #DonaldTrump says he could consider replacing the federal income tax with slavery because no income means no income tax. #PresidentialElection'
1850318340851650724	deborahsundstr2	'Watch live: Harris, Michelle Obama rally voters in ‘blue wall’ Michigan #MichelleObama #Presidentialelection https://t.co/NiQwMyGRw7'
